Season,Week,pos_group,tier_p90,tier_p70,tier_p50,tier_p30
2024,12,Backfield,20.612563905249395,14.918681401920214,9.37352628212781,5.7208381833219
2024,12,TE,29.36348566300258,17.29354646709623,10.368511238812637,6.14493157230348
2024,12,WR,33.23491488540365,25.782537305484276,17.271893472438947,8.530588451976426
2024,13,Backfield,22.4006235860777,14.36501186044396,9.165770318275989,4.74606150136949
2024,13,TE,33.492178277620496,18.08826102435978,10.915210197764303,5.400277233135784
2024,13,WR,36.05387870844675,25.63470006454549,17.609601291810744,7.895369411534087
2024,14,Backfield,23.176765155589088,12.726721834940907,8.679336076361926,5.040251604595837
2024,14,TE,27.01776350835749,17.36730261233347,8.695435268243667,5.536961110080472
2024,14,WR,33.91038750207469,26.90847564388811,20.911775497172844,9.990202586793059
2024,15,Backfield,21.54961336483168,13.745862581655933,8.437525714979202,3.841296187408198
2024,15,TE,24.2850183340687,18.018188194083944,10.05573936010086,4.5429670177519785
2024,15,WR,34.090949245895544,25.73903182392443,17.769452049353056,9.742509811142206
2024,16,Backfield,23.177513599141438,14.369799787532786,8.45903519833463,5.544653650126162
2024,16,TE,27.88238021581709,17.15464355703803,8.764219180482055,4.396551556379384
2024,16,WR,33.46483004422337,25.012455253056498,20.67681659727476,11.110668268977264
2024,17,Backfield,18.144297580850946,12.672825566264276,8.625696753432255,5.724281590899003
2024,17,TE,28.919506207459822,14.722877908696864,9.868130446766731,5.008884011893525
2024,17,WR,34.849980927450765,25.49305288851539,18.326123973785037,9.520203027186934
2024,18,Backfield,22.748871590132943,13.265296731287686,8.644604027255001,5.79915558354597
2024,18,TE,26.76099755296011,19.766182045061008,10.084973955965875,5.770507529894139
2024,18,WR,34.86106604722175,26.644755381973386,18.597089888328256,12.733580416321953
2025,1,Backfield,22.616984549348544,14.622312002888386,8.609592942652965,4.1908455615052445
2025,1,TE,25.802056828478374,16.310621200468304,9.589902351088298,6.440643490099811
2025,1,WR,33.209065181179255,26.081354818029812,18.695683542960754,8.516743341333061
2025,2,Backfield,22.23254899570601,13.79888884587266,9.857177918564119,6.469826139573291
2025,2,TE,29.475546235678948,18.55136926738982,9.677319059341748,4.601257922462763
2025,2,WR,37.152507238537396,25.73450400980741,17.151423214170855,8.400244014315753
2025,3,Backfield,22.416201229569907,13.712283591882228,8.192413109289676,4.259880115042656
2025,3,TE,27.400803686338147,16.728066111285447,8.868730206736277,4.225967718247346
2025,3,WR,32.12216142418155,23.565356435691896,17.15561649853414,9.899859103400575
2025,4,Backfield,22.018400865138556,15.197587792603034,10.453611167910513,5.271844743545094
2025,4,TE,25.70615551542233,16.834178226879086,8.581133541167606,4.852971125807932
2025,4,WR,30.549445733675995,23.901732099816037,16.031824995827805,8.84155681781157
2025,5,Backfield,22.1697995694525,14.271235747225772,8.986705189802256,6.044284113500257
2025,5,TE,26.417925942130978,17.94241131004808,9.697947804777606,5.609697942572073
2025,5,WR,32.3090952964084,24.168631740026193,18.245838146292478,9.58206087645988
2025,6,Backfield,22.96497981118594,14.684066681845408,8.734704321639693,6.313729056824701
2025,6,TE,27.19009431771542,17.96054144872923,11.628843913679159,5.923043512162023
2025,6,WR,30.181553918704477,22.765082828637777,17.133368584474738,9.347971924303454
2025,7,Backfield,21.637248123823877,14.046084805246903,9.808025619521501,5.974476487488196
2025,7,TE,29.070499595839088,17.003927538337887,10.498740288482026,4.981086986654566
2025,7,WR,34.70786217593288,25.22271427920979,16.754808052985634,9.329175348435438
2025,8,Backfield,19.2390828895818,14.490397706972711,8.910993772186739,3.84519076973026
2025,8,TE,25.801475902180815,15.58988455613263,8.38017848397383,5.283680000211127
2025,8,WR,29.61545321110102,22.300680681640973,15.822571181932624,7.774940369380809
2025,9,Backfield,22.79341242850701,13.214784996486578,8.578116021516895,5.568586802733476
2025,9,TE,29.50668679934808,16.772680446451645,9.87104762335813,6.89136333739541
2025,9,WR,31.289122005570192,24.60456761886992,16.280803851004617,8.7982441824635
2025,10,Backfield,23.601535458250847,14.872752144819849,8.163400494713777,4.90708118500972
2025,10,TE,26.095237405019837,18.407417700200945,10.568964714170885,5.324113090140683
2025,10,WR,32.135144056538444,22.843714634588775,15.783101506757763,8.884272826415096
2025,11,Backfield,21.903176652217688,13.400876315283194,9.598059357820862,5.5834348815910095
2025,11,TE,25.135056207409352,19.8082203886967,12.852210140779905,6.086765281306862
2025,11,WR,31.42866294369209,23.057635612832446,16.779241781993484,10.326515436441488
2025,12,Backfield,25.057982383717114,15.613518503170194,9.132620271177583,4.881657951205408
2025,12,TE,28.242882353569538,18.327187054206966,8.79860001281715,5.447165749086138
2025,12,WR,32.8886099136219,24.32741299148206,16.41675551967363,9.195209050285372
2025,13,Backfield,20.915988926314927,13.07607424789415,9.396172213369983,4.488142978119386
2025,13,TE,27.390137403333874,18.23062292304019,9.083466238660872,4.726726672529025
2025,13,WR,30.41596131583544,23.132685182658996,15.399482136001577,10.702615261930397
